node_id,node_type,label,agora_id,casual_name,link_to_document,most_recent_activity,most_recent_activity_date,jurisdiction,parent_authority,description,document_id,segment_position,summary,non_operative,not_ai_related,source_column
segment:25_40,Segment,Segment 40,,,,,,,,,25,40,"Establishes a cross-cutting AI research program to advance tools, systems, and workforce needs.",false,false,
segment:25_41,Segment,Segment 41,,,,,,,,,25,41,"Enhances AI decision-making, develops tailored computing, standardizes datasets, ensures trustworthy AI, supports technology transfer.",false,false,
segment:25_42,Segment,Segment 42,,,,,,,,,25,42,Requires upgrades and establishment of computing infrastructure and mandates ethics report to Congress for research applications.,false,false,
segment:25_43,Segment,Segment 43,,,,,,,,,25,43,Reviews agency AI risk management policies; reviews data sharing policies; facilitates research partnerships; engages stakeholders.,false,false,
segment:25_44,Segment,Segment 44,,,,,,,,,25,44,Defines terms related to the Department of Energy and authorizes appropriations for fiscal years 2021-2025.,false,false,
segment:26_1,Segment,Segment 1,,,,,,,,,26,1,Amends the FAST Act to include AI and related technologies in the Federal permitting program.,false,false,
segment:27_1,Segment,Segment 1,,,,,,,,,27,1,"Cites the Act as the ""AI Training Act."" Defines AI and AI training program terms.",false,false,
segment:27_2,Segment,Segment 2,,,,,,,,,27,2,"Defines ""covered workforce"" as executive agency employees managing programs, systems, procurement, logistics, cost, or AI training.",false,false,
segment:27_3,Segment,Segment 3,,,,,,,,,27,3,"Requires the Director to implement AI training for workforce within one year, ensuring AI knowledge.",false,false,
segment:27_4,Segment,Segment 4,,,,,,,,,27,4,"Includes training on AI science, technology, benefits, risks, mitigation, future trends, and biennial updates.",false,false,
segment:27_5,Segment,Segment 5,,,,,,,,,27,5,Encourages interactive learning with experts and requires metrics for participation and feedback. Expires after 10 years.,false,false,
segment:28_1,Segment,Segment 1,,,,,,,,,28,1,Mandates developing a strategy to enhance DHS systems for improved human trafficking response and data management.,false,false,
segment:28_2,Segment,Segment 2,,,,,,,,,28,2,Requires submission of strategy summary to Senate and House Homeland Security Committees.,false,false,
segment:34_1,Segment,Segment 1,,,,,,,,,34,1,"Defines key terms for the National Weather Service Hydrologic Research Fellowship Program, including specific NOAA offices.",false,false,
segment:34_2,Segment,Segment 2,,,,,,,,,34,2,Establishes a hydrologic research fellowship for U.S. citizens in relevant graduate programs.,false,false,
segment:34_3,Segment,Segment 3,,,,,,,,,34,3,"Establishes fellowship guidelines, prefers minority institution applicants, supports government placements, limits fellowship to 2 years.",false,false,
segment:34_4,Segment,Segment 4,,,,,,,,,34,4,"Develop and publish fellowship research priorities for hydrologic modeling, AI applications, and groundwater sustainability.",false,false,
segment:34_5,Segment,Segment 5,,,,,,,,,34,5,Allows federal agencies to directly hire certain fellowship recipients within two years of fellowship completion.,false,false,
segment:35_1,Segment,Segment 1,,,,,,,,,35,1,"Promotes harmony, respects human rights, and prohibits AI misuse, abuse, and malicious application.",false,false,
segment:35_2,Segment,Segment 2,,,,,,,,,35,2,"Promotes fairness by eliminating bias, protecting rights, and ensuring equal opportunities in AI development.",false,false,
segment:35_3,Segment,Segment 3,,,,,,,,,35,3,"Promotes green development, coordinated and inclusive growth, and shared development while avoiding monopolies and encouraging competition.",false,false,
segment:35_4,Segment,Segment 4,,,,,,,,,35,4,"Respects and protects personal privacy, establishing boundaries and standards for personal information handling.",false,false,
segment:35_5,Segment,Segment 5,,,,,,,,,35,5,"Improves AI transparency, explainability, reliability, controllability, auditability, supervisability, traceability, trustworthiness, robustness, and tamper-resistance.",false,false,
segment:35_6,Segment,Segment 6,,,,,,,,,35,6,"Emphasizes shared responsibility and self-discipline, establishing accountability, ensuring transparency, and preventing illegal AI use.",false,false,
segment:35_7,Segment,Segment 7,,,,,,,,,35,7,Encourages exchanges and cooperation for AI development; promotes international dialogue for AI governance consensus.,false,false,
segment:35_8,Segment,Segment 8,,,,,,,,,35,8,"Promotes innovative AI development, resolves risks, optimizes governance, and ensures AI benefits society continuously.",false,false,
segment:36_1,Segment,Segment 1,,,,,,,,,36,1,Points to PRC laws that were the basis for new provisions on deep synthesis technology for the purpose of preserving national security and protecting citizens' rights.,false,false,
tag:harms__violation_of_civil_or_human_rights__including_privacy,Tag,"Harms: Violation of civil or human rights, including privacy",,,,,,,,,,,,,,
tag:strategies__tiering__tiering_based_on_domain_of_application,Tag,Strategies: Tiering: Tiering based on domain of application,,,,,,,,,,,,,,
topic:harms__violation_of_civil_or_human_rights__including_privacy,Topic,"Harms: Violation of civil or human rights, including privacy",,,,,,,,,,,,,,"Harms: Violation of civil or human rights, including privacy"
topic:strategies__tiering__tiering_based_on_domain_of_application,Topic,Strategies: Tiering: Tiering based on domain of application,,,,,,,,,,,,,,Strategies: Tiering: Tiering based on domain of application
segment:36_2,Segment,Segment 2,,,,,,,,,36,2,Assigns state and local departments to oversee and manage deep synthesis services within their jurisdictions.,false,false,
tag:applications__government__judicial_and_law_enforcement,Tag,Applications: Government: judicial and law enforcement,,,,,,,,,,,,,,
tag:applications__networking_and_telecommunications,Tag,Applications: Networking and telecommunications,,,,,,,,,,,,,,
topic:applications__government__judicial_and_law_enforcement,Topic,Applications: Government: judicial and law enforcement,,,,,,,,,,,,,,Applications: Government: judicial and law enforcement
topic:applications__networking_and_telecommunications,Topic,Applications: Networking and telecommunications,,,,,,,,,,,,,,Applications: Networking and telecommunications
segment:36_3,Segment,Segment 3,,,,,,,,,36,3,Requires deep synthesis services to comply with laws and respect social values and ethics. Encourages industry organizations to establish systems for self-management in accordance with law.,false,false,
tag:harms__detrimental_content,Tag,Harms: Detrimental content,,,,,,,,,,,,,,
tag:strategies__governance_development,Tag,Strategies: Governance development,,,,,,,,,,,,,,
topic:harms__detrimental_content,Topic,Harms: Detrimental content,,,,,,,,,,,,,,Harms: Detrimental content
topic:strategies__governance_development,Topic,Strategies: Governance development,,,,,,,,,,,,,,Strategies: Governance development
segment:36_4,Segment,Segment 4,,,,,,,,,36,4,"Prohibits use of deep synthesis services for illegal, harmful, or fake news activities and requires news content produced and published using deep synthesis services complies with legal regulations",false,false,
segment:36_5,Segment,Segment 5,,,,,,,,,36,5,Require deep synthesis service providers to implement and disclose management systems and rules for information security. Mandate providers to enhance service agreements and fulfill responsibilities in accordance with the law.,false,false,
tag:risk_factors__privacy,Tag,Risk factors: Privacy,,,,,,,,,,,,,,
tag:risk_factors__security,Tag,Risk factors: Security,,,,,,,,,,,,,,
tag:risk_factors__safety,Tag,Risk factors: Safety,,,,,,,,,,,,,,
tag:risk_factors__transparency,Tag,Risk factors: Transparency,,,,,,,,,,,,,,
tag:strategies__disclosure,Tag,Strategies: Disclosure,,,,,,,,,,,,,,
tag:strategies__evaluation,Tag,Strategies: Evaluation,,,,,,,,,,,,,,
tag:applications__security,Tag,Applications: Security,,,,,,,,,,,,,,
tag:risk_factors__security__cybersecurity,Tag,Risk factors: Security: Cybersecurity,,,,,,,,,,,,,,
topic:applications__security,Topic,Applications: Security,,,,,,,,,,,,,,Applications: Security
topic:risk_factors__privacy,Topic,Risk factors: Privacy,,,,,,,,,,,,,,Risk factors: Privacy
topic:risk_factors__safety,Topic,Risk factors: Safety,,,,,,,,,,,,,,Risk factors: Safety
topic:risk_factors__security,Topic,Risk factors: Security,,,,,,,,,,,,,,Risk factors: Security
topic:risk_factors__security__cybersecurity,Topic,Risk factors: Security: Cybersecurity,,,,,,,,,,,,,,Risk factors: Security: Cybersecurity
topic:risk_factors__transparency,Topic,Risk factors: Transparency,,,,,,,,,,,,,,Risk factors: Transparency
topic:strategies__disclosure,Topic,Strategies: Disclosure,,,,,,,,,,,,,,Strategies: Disclosure
topic:strategies__evaluation,Topic,Strategies: Evaluation,,,,,,,,,,,,,,Strategies: Evaluation
segment:36_6,Segment,Segment 6,,,,,,,,,36,6,Requires verification of users' identities and mandates content management to identify and address illegal content.,false,false,
tag:strategies__evaluation__post-market_monitoring,Tag,Strategies: Evaluation: Post-market monitoring,,,,,,,,,,,,,,
tag:strategies__disclosure__about_incidents,Tag,Strategies: Disclosure: About incidents,,,,,,,,,,,,,,
topic:strategies__disclosure__about_incidents,Topic,Strategies: Disclosure: About incidents,,,,,,,,,,,,,,Strategies: Disclosure: About incidents
topic:strategies__evaluation__post-market_monitoring,Topic,Strategies: Evaluation: Post-market monitoring,,,,,,,,,,,,,,Strategies: Evaluation: Post-market monitoring
segment:36_7,Segment,Segment 7,,,,,,,,,36,7,"Requires deep synthesis providers to dispel and report false information to authorities, set up convenient portals for user appeals, complaints, and reports, and to implement safety management responsibility applications.",false,false,
tag:strategies__disclosure__in_standard_form,Tag,Strategies: Disclosure: In standard form,,,,,,,,,,,,,,
tag:strategies__performance_requirements,Tag,Strategies: Performance requirements,,,,,,,,,,,,,,
tag:incentives__access_to_business_opportunities,Tag,Incentives: Access to business opportunities,,,,,,,,,,,,,,
topic:incentives__access_to_business_opportunities,Topic,Incentives: Access to business opportunities,,,,,,,,,,,,,,Incentives: Access to business opportunities
topic:strategies__disclosure__in_standard_form,Topic,Strategies: Disclosure: In standard form,,,,,,,,,,,,,,Strategies: Disclosure: In standard form
topic:strategies__performance_requirements,Topic,Strategies: Performance requirements,,,,,,,,,,,,,,Strategies: Performance requirements
segment:36_8,Segment,Segment 8,,,,,,,,,36,8,Mandates strengthening training data security and requires notification and consent for editing biometric information.,false,false,
tag:strategies__disclosure__in_deployment,Tag,Strategies: Disclosure: In deployment,,,,,,,,,,,,,,
topic:strategies__disclosure__in_deployment,Topic,Strategies: Disclosure: In deployment,,,,,,,,,,,,,,Strategies: Disclosure: In deployment
segment:36_9,Segment,Segment 9,,,,,,,,,36,9,Mandates periodic algorithm reviews and security assessments for deep synthesis services impacting security or public interest.,false,false,
